model,reference_period_end_year,reference_period_start_year,region,scenario,unit,variable,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099
CMIP6 multi-model ensemble,,,World,historical,Mm^2,Arctic Sea Icea Area|September|95%,9.60864,9.63261,9.55559,9.41526,9.38703,9.29525,9.50596,9.57768,9.57196,9.67123,9.71519,9.25051,9.14999,9.51394,9.10543,9.51644,9.51592,9.6149,9.42121,9.40699,8.95997,9.21504,8.99636,9.01129,9.16302,9.18378,8.73097,8.64648,8.92582,8.8775,8.80444,8.96348,8.39092,9.08125,8.85555,8.57708,8.61805,8.46451,8.73477,8.65418,8.41115,8.56586,8.86163,9.05448,8.80702,8.49613,9.01044,8.37768,8.70456,7.86596,8.5859,8.16113,8.02726,8.17914,8.14284,7.89701,7.72921,8.03152,7.95923,6.74237,7.04474,7.11786,6.92603,7.09021,7.72785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMIP6 multi-model ensemble,,,World,historical,Mm^2,Arctic Sea Icea Area|September|Mean,6.26563,6.19315,6.2542,6.28144,6.28861,6.20155,6.22612,6.31995,6.47679,6.39622,6.30943,6.4145,6.45271,6.56316,6.60954,6.78213,6.7513,6.79253,6.56013,6.57827,6.42885,6.54713,6.60907,6.54575,6.46286,6.61194,6.65204,6.38553,6.53759,6.44614,6.30817,6.25916,6.16047,6.50132,6.32443,6.10822,6.08845,5.89601,5.874,5.87548,5.76425,5.69007,6.03206,6.12195,5.91997,5.83342,5.67551,5.4863,5.53323,5.26817,5.36981,5.14623,5.07902,4.86839,4.79738,4.76735,4.70946,4.46031,4.32571,4.30932,4.3606,4.29893,4.29465,4.18295,4.33245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMIP6 multi-model ensemble,,,World,SSP1-1.9,Mm^2,Arctic Sea Icea Area|September|5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43251,1.62207,0.298344,0.820911,0.833324,1.91249,0.978503,1.59543,2.01537,1.18713,1.44046,0.643359,1.043,1.45986,1.21183,0.622083,0.725959,0.271329,0.344318,0.612523,0.269698,0.562291,0.272143,0.269116,0.433189,0.185177,0.329169,0.15486,0.014579,0.190594,0.172535,0.152521,0.161363,0.162958,0.0320096,0.101536,0.536023,0.411049,0.406998,0.298635,0.19058,0.176943,0.174975,0.186854,0.35365,0.160006,0.0497449,0.0377984,0.108456,0.0545271,0.0655542,0.0810353,0.0593335,0.0367624,0.354139,0.453628,0.528248,0.60907,0.514106,0.237289,0.140539,0.119059,0.159844,0.119689,0.26536,0.0867427,0.125594,0.172432,0.190788,0.308568,0.129166,0.229874,0.230264,0.155938,0.137506,0.152997,0.409464,0.118557,0.144486,0.129402,0.0557143,0.0744224,0.0765154,0.124027,0.0751422
CMIP6 multi-model ensemble,,,World,SSP1-1.9,Mm^2,Arctic Sea Icea Area|September|95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.87541,7.04405,6.7786,7.34197,6.92138,7.08442,7.22995,6.70193,6.45887,6.22659,6.41677,6.42079,6.16884,5.93118,5.76196,6.27468,6.30966,6.52015,6.57911,6.44729,6.0813,6.70481,7.39413,6.06256,6.42937,7.19179,6.45218,6.75315,6.68886,5.98268,6.55176,6.47631,6.3288,6.70882,7.00752,6.21508,6.12823,6.75831,6.14098,6.53461,7.0301,6.65993,6.125,6.38571,6.20911,6.08987,6.26237,6.7444,6.54361,5.5455,6.09388,6.09939,6.33229,6.2443,6.13071,6.81367,6.45823,6.98789,6.20499,6.23819,6.49565,6.3088,6.15499,5.90762,5.74446,5.89119,5.72888,6.46403,5.71035,5.74683,6.54944,6.26933,6.29053,5.93508,5.79236,6.18296,6.71058,6.33785,5.84407,6.11945,6.7164,6.16908,6.47696,6.17384,6.0561
CMIP6 multi-model ensemble,,,World,SSP1-1.9,Mm^2,Arctic Sea Icea Area|September|Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4304,3.87452,3.66419,3.68083,3.49608,3.63241,3.35663,3.30047,3.40733,2.99696,2.69591,2.51854,2.60749,2.67612,2.55217,2.52576,2.49477,2.25334,2.21165,2.16016,2.03272,2.12994,2.25861,2.18199,2.38125,2.28537,2.01794,2.34683,2.35198,2.32097,2.27913,2.12984,1.93342,1.9301,2.25905,2.32686,2.37518,2.32924,2.12607,2.16066,1.97225,2.10132,2.05902,2.24239,2.22384,2.49841,2.21294,1.96055,2.14374,1.97331,2.13358,1.99321,2.28684,2.13029,2.20826,2.36075,2.24687,2.36498,2.39092,2.15595,2.22786,2.29262,2.25733,2.11723,2.13741,2.13642,2.21146,2.48039,1.99163,2.23321,2.09574,2.32479,2.38188,2.38405,2.21502,2.42155,2.40825,2.40198,2.38807,2.35652,2.52122,2.71665,2.81013,2.62292,2.25439
CMIP6 multi-model ensemble,,,World,historical,dimensionless,Ocean Surface pH|5%,8.11699,8.1168,8.1159,8.11562,8.11599,8.11502,8.11465,8.1152,8.11481,8.11422,8.11341,8.1133,8.11354,8.1137,8.11325,8.11102,8.10992,8.11027,8.10954,8.10772,8.1069,8.1066,8.1057,8.10404,8.10224,8.10125,8.1004,8.09972,8.09852,8.09696,8.09532,8.0945,8.0934,8.09238,8.09054,8.0887,8.08808,8.08668,8.085,8.08242,8.0807,8.07935,8.07996,8.07768,8.07564,8.07396,8.07186,8.07102,8.07002,8.06777,8.06565,8.06398,8.06263,8.06049,8.0578,8.0569,8.0564,8.05455,8.05208,8.04966,8.04749,8.04632,8.04492,8.04288,8.04038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMIP6 multi-model ensemble,,,World,historical,dimensionless,Ocean Surface pH|95%,8.14116,8.14131,8.14111,8.14118,8.14088,8.14012,8.13913,8.13875,8.13816,8.13896,8.13957,8.13829,8.13835,8.13845,8.13681,8.13567,8.13564,8.13496,8.13373,8.13329,8.13213,8.13122,8.13107,8.12945,8.12788,8.12662,8.12558,8.1247,8.12355,8.12264,8.12116,8.11933,8.11811,8.11723,8.11593,8.11406,8.11276,8.11151,8.10936,8.10737,8.10595,8.10497,8.10501,8.10341,8.1013,8.09983,8.09817,8.09718,8.0959,8.09363,8.09197,8.08989,8.08831,8.08661,8.08457,8.08277,8.08106,8.07943,8.07768,8.07647,8.075,8.07276,8.07076,8.06821,8.06627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMIP6 multi-model ensemble,,,World,historical,dimensionless,Ocean Surface pH|Mean,8.13261,8.13283,8.13242,8.13211,8.13227,8.13146,8.13143,8.13136,8.13045,8.1301,8.12988,8.12894,8.12882,8.12896,8.12836,8.12731,8.12658,8.12583,8.1251,8.12434,8.12292,8.12178,8.121,8.11936,8.11796,8.11723,8.116,8.11527,8.11398,8.11238,8.11105,8.10932,8.10831,8.1077,8.10598,8.10404,8.10282,8.1015,8.09947,8.09724,8.0959,8.09489,8.09467,8.09328,8.09153,8.0896,8.08794,8.08685,8.085,8.08306,8.08156,8.07951,8.07803,8.07627,8.0743,8.0727,8.07125,8.06943,8.06774,8.06566,8.06385,8.06195,8.06022,8.0583,8.05609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMIP6 multi-model ensemble,,,World,SSP1-1.9,dimensionless,Ocean Surface pH|5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.03831,8.03664,8.03371,8.03124,8.02832,8.0254,8.02452,8.02186,8.01946,8.01619,8.01442,8.01314,8.01231,8.00935,8.00769,8.00585,8.00442,8.00427,8.0034,8.00142,7.99985,7.9992,7.9991,7.99926,7.99869,7.99798,7.99742,7.99821,7.99844,7.99753,7.9964,7.99697,7.99762,7.99765,7.99758,7.99819,7.99883,7.99906,7.99894,7.99804,7.9993,7.9998,7.99946,7.99941,8.0008,8.00158,8.00216,8.00186,8.00267,8.00403,8.00384,8.00415,8.00405,8.0053,8.00665,8.00679,8.00702,8.0071,8.00749,8.00908,8.00974,8.00979,8.01013,8.01144,8.01357,8.01437,8.01425,8.01341,8.01434,8.01567,8.01657,8.01726,8.01895,8.01959,8.01956,8.0194,8.02058,8.023,8.02412,8.02407,8.02461,8.02584,8.02763,8.02852,8.02834
CMIP6 multi-model ensemble,,,World,SSP1-1.9,dimensionless,Ocean Surface pH|95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.06436,8.06247,8.06054,8.05859,8.05567,8.0531,8.05081,8.04934,8.04719,8.04401,8.04211,8.04046,8.03827,8.0364,8.03482,8.03299,8.03184,8.03058,8.02937,8.02777,8.02715,8.02628,8.02535,8.02512,8.0244,8.02382,8.0233,8.02332,8.02353,8.02288,8.02256,8.02309,8.02253,8.02272,8.02253,8.02316,8.02363,8.02322,8.02381,8.02364,8.02371,8.02408,8.02464,8.02559,8.02602,8.02637,8.02655,8.02744,8.02746,8.0282,8.02852,8.02894,8.02945,8.02953,8.03092,8.03101,8.03203,8.03317,8.03358,8.03402,8.03409,8.03498,8.0357,8.03613,8.03693,8.03772,8.0385,8.0386,8.03924,8.04024,8.04127,8.04216,8.04282,8.04344,8.04388,8.04481,8.0461,8.04678,8.04742,8.04859,8.04969,8.05062,8.05099,8.05215,8.05338
CMIP6 multi-model ensemble,,,World,SSP1-1.9,dimensionless,Ocean Surface pH|Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.05133,8.04956,8.04713,8.04491,8.04199,8.03925,8.03766,8.0356,8.03333,8.0301,8.02826,8.0268,8.02529,8.02288,8.02126,8.01942,8.01813,8.01743,8.01639,8.0146,8.0135,8.01274,8.01223,8.01219,8.01154,8.0109,8.01036,8.01077,8.01099,8.0102,8.00948,8.01003,8.01008,8.01019,8.01005,8.01068,8.01123,8.01114,8.01138,8.01084,8.0115,8.01194,8.01205,8.0125,8.01341,8.01398,8.01435,8.01465,8.01506,8.01611,8.01618,8.01654,8.01675,8.01742,8.01879,8.0189,8.01952,8.02013,8.02053,8.02155,8.02191,8.02239,8.02292,8.02379,8.02525,8.02604,8.02637,8.026,8.02679,8.02795,8.02892,8.02971,8.03089,8.03152,8.03172,8.03211,8.03334,8.03489,8.03577,8.03633,8.03715,8.03823,8.03931,8.04034,8.04086
CMIP6 multi-model ensemble,,,World,SSP2-4.5,dimensionless,Ocean Surface pH|5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.03611,8.03411,8.03062,8.02854,8.02659,8.02407,8.02157,8.01947,8.0166,8.01363,8.01157,8.00883,8.00696,8.00419,8.00186,7.99906,7.99633,7.99455,7.99231,7.98961,7.98722,7.98395,7.98191,7.97919,7.97702,7.97459,7.97145,7.96839,7.96702,7.96559,7.96231,7.95856,7.95739,7.95549,7.95315,7.94994,7.94676,7.94545,7.94339,7.94073,7.9379,7.93571,7.93443,7.93221,7.92905,7.92666,7.92595,7.92408,7.92084,7.91853,7.91639,7.9154,7.91315,7.91061,7.90858,7.90775,7.90625,7.90347,7.90175,7.90099,7.90005,7.8972,7.89533,7.89451,7.89342,7.89198,7.89092,7.89013,7.88874,7.88707,7.88579,7.88518,7.88454,7.88528,7.88362,7.88289,7.88157,7.88124,7.88106,7.88003,7.87968,7.87979,7.87928,7.8791,7.87771
CMIP6 multi-model ensemble,,,World,SSP2-4.5,dimensionless,Ocean Surface pH|95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.06427,8.0622,8.06011,8.05793,8.05568,8.05239,8.05016,8.049,8.04624,8.04386,8.04131,8.03919,8.03678,8.0341,8.03137,8.029,8.02643,8.02432,8.02196,8.01966,8.01722,8.01478,8.01189,8.00904,8.00659,8.00383,8.00183,7.99943,7.9965,7.99402,7.99177,7.98934,7.98678,7.98452,7.98234,7.98013,7.97734,7.97509,7.97245,7.97033,7.96741,7.96498,7.9626,7.9609,7.9592,7.95737,7.95501,7.95229,7.94983,7.94858,7.9465,7.94479,7.94287,7.9405,7.93863,7.9366,7.93515,7.9338,7.93164,7.92983,7.92881,7.92669,7.92472,7.9241,7.92264,7.92122,7.92003,7.91855,7.91767,7.91637,7.91476,7.91352,7.91243,7.91186,7.9113,7.91012,7.90984,7.9092,7.90864,7.90812,7.90751,7.90763,7.90738,7.90634,7.90554
CMIP6 multi-model ensemble,,,World,SSP2-4.5,dimensionless,Ocean Surface pH|Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0498,8.04789,8.04547,8.04296,8.04044,8.03781,8.03553,8.03339,8.0306,8.02816,8.02614,8.02351,8.02111,8.01833,8.01587,8.0133,8.01085,8.0084,8.0058,8.00318,8.00076,7.99824,7.99539,7.99269,7.99059,7.98792,7.98559,7.98287,7.98029,7.97806,7.97581,7.97293,7.97075,7.96866,7.96628,7.96375,7.96124,7.95891,7.95648,7.95417,7.95175,7.94947,7.94746,7.94531,7.94312,7.94105,7.93918,7.93702,7.93464,7.933,7.93066,7.929,7.92697,7.92502,7.92292,7.92125,7.91975,7.918,7.9161,7.91471,7.91357,7.9115,7.90993,7.90871,7.90746,7.90587,7.90483,7.90378,7.90271,7.90138,7.90039,7.89914,7.89845,7.89799,7.89711,7.89632,7.89568,7.89501,7.89447,7.894,7.89352,7.89302,7.89296,7.8923,7.8915
CMIP6 multi-model ensemble,,,World,SSP3-7.0,dimensionless,Ocean Surface pH|5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.03603,8.0336,8.03082,8.02905,8.02646,8.02374,8.0212,8.0186,8.0156,8.01236,8.00969,8.00799,8.00493,8.00174,7.99823,7.99593,7.99226,7.98813,7.98604,7.98217,7.97856,7.97555,7.97246,7.96957,7.96636,7.96301,7.95902,7.95536,7.95326,7.94959,7.94502,7.94109,7.93935,7.93583,7.93088,7.92702,7.92431,7.92149,7.91726,7.91315,7.90884,7.90669,7.90299,7.89863,7.89456,7.89241,7.88957,7.88509,7.88067,7.87823,7.87404,7.86905,7.86549,7.86341,7.85999,7.85507,7.851,7.84838,7.84496,7.84054,7.83545,7.83229,7.83042,7.82677,7.822,7.81681,7.81452,7.81136,7.80714,7.8025,7.79811,7.79639,7.79315,7.78776,7.78348,7.78148,7.77747,7.77294,7.7692,7.76643,7.7622,7.75682,7.75232,7.75084,7.74783
CMIP6 multi-model ensemble,,,World,SSP3-7.0,dimensionless,Ocean Surface pH|95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.06464,8.06209,8.06058,8.05831,8.05562,8.05283,8.05123,8.04891,8.04573,8.04284,8.04075,8.03779,8.03435,8.03146,8.02864,8.02565,8.02231,8.01996,8.01683,8.01314,8.00941,8.00687,8.00335,8.00059,7.99693,7.99339,7.99077,7.98725,7.98336,7.98033,7.97725,7.97348,7.9704,7.96652,7.96329,7.95961,7.95625,7.95226,7.94874,7.94544,7.94261,7.93882,7.93464,7.93185,7.92782,7.92423,7.92051,7.91635,7.91319,7.90983,7.90639,7.90253,7.89907,7.89575,7.89185,7.88766,7.88452,7.88081,7.877,7.87338,7.86969,7.8663,7.86332,7.85936,7.85576,7.85168,7.84812,7.84411,7.84072,7.83712,7.83331,7.82943,7.82514,7.8214,7.81833,7.81412,7.81066,7.80745,7.80357,7.79968,7.79587,7.79222,7.78829,7.78437,7.78088
CMIP6 multi-model ensemble,,,World,SSP3-7.0,dimensionless,Ocean Surface pH|Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.04992,8.04786,8.04553,8.04307,8.04037,8.03793,8.03551,8.03296,8.03009,8.02693,8.02439,8.02158,8.01837,8.01535,8.01235,8.00953,8.00582,8.00259,7.9996,7.99621,7.99265,7.98937,7.98611,7.9833,7.98022,7.97658,7.97333,7.96989,7.9667,7.96328,7.95965,7.95595,7.95269,7.94931,7.94562,7.94202,7.93862,7.93532,7.93164,7.92809,7.92442,7.92114,7.91742,7.91377,7.91035,7.90689,7.90311,7.89944,7.89586,7.89243,7.8886,7.88478,7.88137,7.87784,7.87427,7.8704,7.86679,7.86329,7.85973,7.8561,7.85179,7.84833,7.84519,7.84145,7.83731,7.83333,7.82995,7.82619,7.82247,7.81872,7.81471,7.81176,7.808,7.80358,7.79987,7.79635,7.79262,7.78885,7.78495,7.78119,7.77749,7.77358,7.76962,7.76594,7.76239
CMIP6 multi-model ensemble,,,World,SSP1-2.6,dimensionless,Ocean Surface pH|5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.03829,8.03671,8.03384,8.0311,8.02785,8.02612,8.02345,8.02089,8.01794,8.01547,8.01449,8.01236,8.00952,8.00668,8.00541,8.00374,8.00132,7.99871,7.99635,7.99464,7.99402,7.99287,7.99087,7.98812,7.98742,7.9871,7.98548,7.98311,7.98105,7.98085,7.98038,7.97838,7.97702,7.97688,7.97568,7.97444,7.97398,7.97434,7.97321,7.97188,7.97065,7.97078,7.97056,7.96993,7.96903,7.96895,7.96932,7.96881,7.96781,7.96824,7.96912,7.96884,7.96817,7.96806,7.96849,7.96881,7.96895,7.96844,7.96792,7.96876,7.9698,7.9695,7.96953,7.96985,7.9699,7.97146,7.97253,7.97273,7.97251,7.97262,7.97479,7.97598,7.97555,7.9761,7.97742,7.97805,7.97823,7.98007,7.98092,7.98146,7.98193,7.98248,7.98426,7.98583,7.98684
CMIP6 multi-model ensemble,,,World,SSP1-2.6,dimensionless,Ocean Surface pH|95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0642,8.06236,8.06037,8.0584,8.0563,8.05394,8.05187,8.04896,8.04671,8.04371,8.04182,8.03984,8.03829,8.03577,8.03369,8.03095,8.02932,8.02759,8.02517,8.02378,8.02196,8.02003,8.01922,8.01731,8.01542,8.01417,8.01243,8.01108,8.00901,8.0086,8.00712,8.00652,8.00532,8.00393,8.00281,8.00267,8.00138,8.00118,8.00017,7.99918,7.99845,7.99763,7.99764,7.99708,7.99672,7.99619,7.99542,7.99562,7.99477,7.99479,7.99518,7.99526,7.99555,7.99477,7.99448,7.99457,7.99513,7.99465,7.99522,7.99545,7.99558,7.9956,7.99617,7.99582,7.99606,7.9964,7.99773,7.99725,7.9974,7.99829,7.9995,8.00058,8.00059,8.00124,8.0025,8.00296,8.0037,8.00466,8.00594,8.0065,8.00769,8.00893,8.00913,8.00983,8.01054
CMIP6 multi-model ensemble,,,World,SSP1-2.6,dimensionless,Ocean Surface pH|Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.05246,8.05086,8.04858,8.04624,8.04354,8.04122,8.03893,8.0363,8.0337,8.03094,8.029,8.0269,8.02499,8.02232,8.02043,8.01836,8.01653,8.01432,8.01254,8.0107,8.00898,8.00736,8.00603,8.00403,8.00301,8.00191,7.99992,7.99865,7.9969,7.99599,7.99542,7.9939,7.99296,7.99198,7.99135,7.99055,7.98978,7.98959,7.98854,7.98759,7.98659,7.98646,7.98613,7.98563,7.98511,7.98478,7.98439,7.9842,7.98369,7.9839,7.98397,7.9841,7.98348,7.98347,7.98375,7.98388,7.98401,7.98389,7.98404,7.98443,7.9848,7.98485,7.98519,7.98524,7.9853,7.98625,7.98693,7.98706,7.98748,7.98799,7.98928,7.98996,7.99049,7.99122,7.99213,7.99294,7.99345,7.99459,7.99589,7.99623,7.99675,7.99757,7.99859,7.99952,8.00054
CMIP6 multi-model ensemble,,,World,SSP5-8.5,dimensionless,Ocean Surface pH|5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.03866,8.0366,8.03399,8.03135,8.02771,8.02512,8.02328,8.02084,8.01745,8.01394,8.01128,8.00809,8.00592,8.00341,8.00014,7.99606,7.99186,7.98924,7.98613,7.98195,7.97664,7.97426,7.97121,7.96686,7.96205,7.95812,7.95499,7.9507,7.94476,7.9398,7.93751,7.934,7.92874,7.92178,7.9176,7.91409,7.90983,7.90445,7.89851,7.89413,7.89003,7.88343,7.87747,7.87297,7.86865,7.8634,7.8569,7.85108,7.84713,7.84125,7.83421,7.82905,7.82498,7.81879,7.81117,7.80557,7.80128,7.79496,7.78831,7.78153,7.77692,7.77257,7.76519,7.75809,7.75184,7.74669,7.7418,7.73401,7.72694,7.72254,7.7183,7.71176,7.70449,7.69826,7.69515,7.68874,7.68153,7.67646,7.67326,7.66763,7.66071,7.65516,7.65107,7.64611,7.6401
CMIP6 multi-model ensemble,,,World,SSP5-8.5,dimensionless,Ocean Surface pH|95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.06462,8.06209,8.06071,8.05883,8.05631,8.05335,8.05096,8.04798,8.0459,8.04328,8.04072,8.03739,8.03456,8.03164,8.02866,8.02536,8.02224,8.01903,8.01563,8.01273,8.00946,8.00548,8.00228,7.99829,7.99466,7.99079,7.98723,7.98303,7.97821,7.97384,7.96933,7.96521,7.96124,7.95726,7.9525,7.94824,7.94361,7.93889,7.93414,7.92912,7.92416,7.92002,7.91462,7.91024,7.90464,7.89985,7.89411,7.88903,7.88329,7.87727,7.87244,7.8672,7.86131,7.85612,7.84991,7.84381,7.83771,7.83263,7.82674,7.82074,7.81468,7.80951,7.80378,7.7972,7.79175,7.78597,7.77955,7.77268,7.76707,7.76159,7.75563,7.74963,7.74462,7.73887,7.73276,7.72767,7.72191,7.71605,7.71075,7.70543,7.6999,7.69455,7.69017,7.6849,7.67891
CMIP6 multi-model ensemble,,,World,SSP5-8.5,dimensionless,Ocean Surface pH|Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.05157,8.04939,8.04729,8.04478,8.04214,8.03969,8.03696,8.0345,8.03181,8.02888,8.026,8.02282,8.02014,8.01701,8.01371,8.01032,8.00666,8.00366,8.00057,7.99691,7.99242,7.98956,7.98631,7.98224,7.97816,7.97418,7.97034,7.96627,7.96151,7.95688,7.95295,7.9488,7.94444,7.93928,7.93453,7.93063,7.9262,7.92117,7.91596,7.91113,7.90662,7.90109,7.89588,7.89081,7.88567,7.8808,7.87497,7.86942,7.86444,7.85849,7.85257,7.84719,7.84184,7.83605,7.82993,7.82389,7.81876,7.81263,7.80633,7.80048,7.79486,7.78948,7.7831,7.77679,7.7711,7.76514,7.75941,7.75261,7.74669,7.74099,7.73559,7.72974,7.72365,7.71801,7.71292,7.70691,7.70114,7.69575,7.69068,7.68524,7.67976,7.67446,7.6695,7.66455,7.65912
